amount,hour,day_of_week,is_weekend,distance_km,device_age_days,account_age_days,transactions_last_24h,avg_amount_30d,failed_attempts_24h,is_new_device,is_new_location,merchant_risk,amount_to_avg,night_transaction,velocity_risk,failed_attempt_risk,channel_WEB,channel_MOBILE,channel_POS
1002.0,11,5,1,79.36,976,2302,1,956.83,0,0,0,0.649,1.0461146550014093,0,0.1,0.0,0,0,1
2897.53,14,6,1,9.29,671,2294,9,907.77,0,0,0,0.108,3.188408508203396,0,0.9,0.0,0,0,1
787.14,7,5,1,9.63,1042,1573,1,1283.47,0,0,0,0.15,0.6128130668680467,0,0.1,0.0,0,0,1
910.63,9,0,0,55.96,702,845,4,1599.74,0,0,1,0.062,0.56888064270275,0,0.4,0.0,0,1,0
3964.3,6,2,0,34.0,680,1473,0,3646.38,0,0,0,0.247,1.0868897674495117,0,0.0,0.0,0,1,0
863.64,4,3,0,26.36,1368,401,2,557.17,0,0,0,0.425,1.5472705448160955,1,0.2,0.0,0,1,0
834.02,1,4,0,19.77,852,575,5,4154.75,0,0,0,0.382,0.20069060939661915,1,0.5,0.0,0,1,0
4040.05,0,2,0,4.79,1068,94,3,1365.43,0,0,0,0.516,2.9566461509188176,1,0.3,0.0,0,0,1
1582.22,21,2,0,34.79,575,1956,2,3276.92,0,0,0,0.024,0.48269024259286375,0,0.2,0.0,0,1,0
6115.65,10,6,1,43.87,231,837,5,2305.29,1,0,0,0.421,2.65172636572157,0,0.5,0.2,1,0,0
17352.55,0,2,0,16.18,8,612,3,2620.75,0,0,0,0.204,6.618689806427005,1,0.3,0.0,0,1,0
4850.15,0,3,0,28.83,464,2317,2,749.85,0,1,0,0.245,6.459545848038888,1,0.2,0.0,0,1,0
3755.37,6,0,0,19.4,1111,64,1,1778.73,0,0,0,0.543,2.1100784950526204,0,0.1,0.0,0,0,1
4051.12,3,3,0,74.14,676,1889,5,1135.08,1,0,0,0.863,3.5658756425603833,1,0.5,0.2,0,1,0
638.32,4,2,0,50.78,1145,1525,1,628.56,0,0,0,0.114,1.0139144799542539,1,0.1,0.0,1,0,0
11372.03,18,6,1,9.34,596,1526,7,531.51,0,0,1,0.106,21.35552383992789,0,0.7,0.0,0,0,1
4365.31,23,0,0,46.07,600,1620,2,1315.76,0,0,0,0.15,3.3151903156231968,1,0.2,0.0,0,0,1
11212.05,18,1,0,60.12,1418,2088,3,1916.37,0,0,0,0.426,5.847619395317544,0,0.3,0.0,0,1,0
19943.36,9,0,0,41.2,104,2047,2,1426.78,0,0,0,0.309,13.96809032203841,0,0.2,0.0,0,0,1
731.16,4,2,0,53.48,721,800,4,1676.58,0,0,0,0.407,0.43584210589062816,1,0.4,0.0,1,0,0
7259.45,17,6,1,24.11,396,1708,2,1776.45,0,0,0,0.579,4.084193648203887,0,0.2,0.0,1,0,0
6709.16,1,5,1,36.14,793,1708,4,1048.31,1,1,0,0.246,6.393877881655564,1,0.4,0.2,0,1,0
2027.64,1,4,0,7.04,1025,671,3,3849.81,1,0,0,0.382,0.5265489598292308,1,0.3,0.2,0,0,1
1018.88,5,3,0,37.02,1243,2102,8,1507.84,0,0,0,0.197,0.6752737202089022,1,0.8,0.0,0,0,1
1959.2,2,6,1,16.88,801,495,4,3805.89,0,0,0,0.102,0.5146458132491352,1,0.4,0.0,0,1,0
3014.75,6,3,0,72.96,1411,2398,4,1548.13,2,0,0,0.1,1.946092322787629,0,0.4,0.4,1,0,0
9421.01,4,5,1,28.23,134,1822,3,1463.59,1,0,1,0.387,6.432523777985648,1,0.3,0.2,0,1,0
7314.24,16,0,0,0.93,1299,1892,4,1855.56,1,0,0,0.334,3.9396733744128927,0,0.4,0.2,0,1,0
2773.26,13,1,0,59.87,163,87,3,1549.5,0,0,0,0.125,1.7886230248307,0,0.3,0.0,0,1,0
1036.18,2,0,0,12.0,794,234,5,1541.76,0,0,1,0.224,0.6716404366200835,1,0.5,0.0,1,0,0
308.26,22,1,0,55.17,174,418,2,2129.1,0,0,1,0.729,0.14471621050654898,0,0.2,0.0,1,0,0
504.25,13,4,0,71.44,522,1895,3,2340.1,0,0,0,0.542,0.21539020118747598,0,0.3,0.0,0,0,1
1123.03,7,3,0,25.36,842,2485,2,1361.59,0,0,0,0.172,0.824187760074564,0,0.2,0.0,1,0,0
2058.42,9,6,1,10.09,1419,1496,3,821.23,0,0,0,0.407,2.503460102404437,0,0.3,0.0,0,1,0
1748.18,4,2,0,29.13,234,166,2,1210.19,2,0,0,0.121,1.4433573592912754,1,0.2,0.4,1,0,0
491.18,1,3,0,56.99,1418,1802,3,1917.07,0,0,0,0.428,0.2560803307491385,1,0.3,0.0,1,0,0
618.17,19,1,0,36.8,1332,1353,3,1838.6,0,0,0,0.228,0.33603500761035004,0,0.3,0.0,1,0,0
1947.14,8,6,1,77.14,1476,315,5,856.78,0,0,0,0.626,2.269975984518175,0,0.5,0.0,0,1,0
206.16,7,2,0,27.65,231,1461,4,3440.88,1,0,0,0.047,0.05989749787906609,0,0.4,0.2,1,0,0
458.27,9,6,1,36.3,741,1374,3,2372.71,0,0,0,0.215,0.1930606518909218,0,0.3,0.0,0,0,1
739.28,13,5,1,29.05,686,834,3,991.69,0,0,1,0.038,0.7447239319424996,0,0.3,0.0,1,0,0
1086.41,1,4,0,4.84,1007,398,1,1849.37,0,0,0,0.193,0.5871312224041679,1,0.1,0.0,0,1,0
3301.35,5,0,0,13.13,372,160,2,222.29,0,0,0,0.118,14.78503291683461,1,0.2,0.0,1,0,0
1592.64,1,0,0,75.13,305,2138,3,1098.32,0,0,0,0.523,1.4487501364479862,1,0.3,0.0,0,1,0
5740.5,18,0,0,7.31,278,846,3,3213.14,0,0,0,0.418,1.7860142993149024,0,0.3,0.0,0,0,1
1674.16,6,3,0,42.86,1395,185,2,742.64,0,0,0,0.064,2.2513043945995377,0,0.2,0.0,0,1,0
4840.88,3,6,1,38.74,449,1869,4,1804.03,0,0,0,0.279,2.68188340359994,1,0.4,0.0,1,0,0
2302.99,1,3,0,29.9,272,1640,1,2941.71,1,0,0,0.479,0.7826085479031232,1,0.1,0.2,1,0,0
492.84,3,5,1,28.15,96,427,2,604.92,1,0,0,0.034,0.81337470293108,1,0.2,0.2,0,0,1
545.57,14,3,0,18.29,1143,640,2,2042.09,0,0,0,0.278,0.2670317998717629,0,0.2,0.0,0,1,0
719.26,5,1,0,16.48,603,612,4,908.63,0,0,0,0.153,0.7907171047568792,1,0.4,0.0,1,0,0
5031.0,10,3,0,42.29,1298,1635,2,1348.2,1,0,0,0.181,3.728876371182923,0,0.2,0.2,0,0,1
3453.18,20,6,1,57.13,1186,1191,3,1322.34,0,0,0,0.4,2.6094427735880426,0,0.3,0.0,1,0,0
1022.43,7,2,0,25.73,909,761,4,686.5,0,0,0,0.105,1.487170909090909,0,0.4,0.0,0,0,1
4388.74,8,2,0,8.4,1409,2202,5,1546.0,1,0,0,0.028,2.836936005171299,0,0.5,0.2,1,0,0
3327.37,14,5,1,10.41,551,1738,1,2210.96,1,1,1,0.169,1.5042631873994103,0,0.1,0.2,0,0,1
1083.09,8,6,1,0.57,292,1541,6,2157.91,0,0,0,0.146,0.5016837200253832,0,0.6,0.0,1,0,0
1661.09,23,5,1,20.62,1086,2082,3,794.85,1,0,1,0.095,2.0871897970723126,1,0.3,0.2,1,0,0
650.27,8,4,0,31.64,1429,335,4,789.49,0,1,0,0.101,0.8226163518830092,0,0.4,0.0,0,0,1
5180.49,20,4,0,24.93,1371,2166,2,928.46,0,0,0,0.472,5.5736556710347935,0,0.2,0.0,0,1,0
1505.48,7,6,1,21.28,1202,1781,3,5726.77,0,0,0,0.444,0.262838766221409,0,0.3,0.0,0,0,1
325.38,6,2,0,57.4,878,199,6,1475.81,2,0,0,0.209,0.22032624372803544,0,0.6,0.4,0,0,1
161.46,8,1,0,8.75,331,1629,3,1833.63,0,0,0,0.342,0.08800684606705439,0,0.3,0.0,1,0,0
862.72,5,5,1,41.11,1407,503,3,1051.9,1,0,0,0.404,0.8193750593598632,1,0.3,0.2,1,0,0
490.5,8,1,0,23.01,1036,1362,4,3418.59,2,0,0,0.207,0.143438248444989,0,0.4,0.4,0,0,1
4381.84,22,1,0,36.11,9,208,4,1502.17,0,0,0,0.257,2.915066160181483,0,0.4,0.0,0,0,1
3532.49,16,3,0,12.13,570,1259,5,634.78,0,1,0,0.135,5.556151498946177,0,0.5,0.0,0,0,1
6321.49,16,1,0,21.03,1159,1902,3,2633.41,0,0,0,0.166,2.3995847267509616,0,0.3,0.0,1,0,0
3293.73,23,2,0,60.85,1426,2477,2,1208.67,1,0,0,0.177,2.722833500045467,1,0.2,0.2,0,0,1
2104.52,5,4,0,20.6,1201,2034,4,2084.39,1,0,0,0.125,1.0091733440747295,1,0.4,0.2,0,0,1
2468.45,5,6,1,35.93,1323,1826,3,2512.66,1,0,0,0.276,0.9820142740068267,1,0.3,0.2,1,0,0
1224.75,9,6,1,30.58,599,533,1,1308.48,0,0,0,0.371,0.9352949262302593,0,0.1,0.0,1,0,0
965.59,23,0,0,23.24,217,1992,4,2586.96,0,0,0,0.312,0.37310854881837435,1,0.4,0.0,0,1,0
3157.19,6,2,0,36.79,1245,1100,1,1202.84,1,0,0,0.187,2.622599348750665,0,0.1,0.2,0,1,0
1548.83,18,6,1,22.96,850,1243,3,830.48,1,0,1,0.272,1.8627387309376051,0,0.3,0.2,1,0,0
2090.6,7,1,0,17.6,1442,702,2,1129.62,0,0,0,0.284,1.849073959420495,0,0.2,0.0,1,0,0
1526.03,22,3,0,43.53,822,959,6,731.92,0,0,0,0.432,2.0821235605523114,0,0.6,0.0,0,0,1
770.75,4,4,0,36.19,895,552,2,878.69,0,0,0,0.256,0.8761609203242051,1,0.2,0.0,0,1,0
746.4,18,6,1,31.04,763,1597,3,972.78,0,0,0,0.199,0.7664975661853807,0,0.3,0.0,0,0,1
7208.18,17,2,0,38.82,167,766,1,1445.39,0,0,0,0.304,4.9835659815125934,0,0.1,0.0,0,0,1
22212.23,19,2,0,30.5,1408,1375,3,1306.65,0,0,0,0.372,16.986372500286773,0,0.3,0.0,1,0,0
6561.43,10,0,0,79.47,35,1506,1,1835.38,1,0,0,0.39,3.5730241017654296,0,0.1,0.2,0,0,1
1113.38,9,3,0,49.02,715,1819,4,1615.29,1,0,0,0.102,0.688849154545286,0,0.4,0.2,1,0,0
2651.95,10,0,0,28.68,774,631,0,1624.19,1,1,0,0.296,1.631778438213378,0,0.0,0.2,1,0,0
2598.83,11,5,1,1.43,522,1071,3,5511.93,0,1,0,0.578,0.4714063120699882,0,0.3,0.0,0,1,0
1299.83,11,3,0,14.62,1282,314,5,2301.4,0,0,0,0.396,0.5645543780403057,0,0.5,0.0,0,1,0
842.74,4,1,0,94.48,423,1891,2,1511.59,0,0,0,0.068,0.5571503183281656,1,0.2,0.0,0,1,0
657.94,8,4,0,29.96,578,1838,3,1883.67,0,0,0,0.328,0.34910090360646695,0,0.3,0.0,0,1,0
2758.38,20,6,1,39.27,845,1153,2,1722.02,1,0,0,0.498,1.6008984225371732,0,0.2,0.2,0,0,1
3031.72,16,3,0,25.79,645,1864,7,3109.33,0,0,0,0.359,0.9747261544594946,0,0.7,0.0,1,0,0
342.48,3,5,1,60.8,253,215,5,670.09,0,0,0,0.052,0.5103339343456168,1,0.5,0.0,1,0,0
9717.8,10,4,0,27.96,1000,1793,3,1417.51,0,1,1,0.413,6.850709547341928,0,0.3,0.0,0,0,1
5812.98,7,5,1,51.98,402,1067,6,2780.92,1,0,1,0.59,2.089556852821073,0,0.6,0.2,1,0,0
383.63,19,3,0,13.34,1180,226,1,1819.55,0,0,0,0.424,0.21072203454999863,0,0.1,0.0,0,1,0
1390.06,2,1,0,7.26,1136,463,6,2325.94,1,0,0,0.249,0.5973768124661573,1,0.6,0.2,0,1,0
851.77,4,4,0,17.55,410,1739,1,1394.18,1,0,0,0.351,0.6105090382602961,1,0.1,0.2,1,0,0
6251.57,23,1,0,0.28,1203,58,2,818.89,2,0,0,0.14,7.624888704582322,1,0.2,0.4,1,0,0
264.64,1,4,0,12.22,1449,990,2,1495.0,0,0,0,0.19,0.17689839572192512,1,0.2,0.0,0,0,1
3521.1,3,2,0,60.88,476,1413,3,1898.38,0,0,0,0.228,1.8538154555697122,1,0.3,0.0,0,1,0
5793.49,1,5,1,42.57,237,1209,1,1535.47,1,0,0,0.06,3.7706496059148567,1,0.1,0.2,0,0,1
2061.01,7,2,0,1.67,443,2218,4,1451.05,0,0,0,0.445,1.4193794979511727,0,0.4,0.0,0,0,1
2130.48,16,2,0,10.65,967,1717,2,1770.21,0,0,0,0.591,1.2028387373603355,0,0.2,0.0,0,0,1
2182.94,17,0,0,56.61,274,1650,4,2584.42,0,0,0,0.267,0.8443270339055163,0,0.4,0.0,1,0,0
1949.33,2,4,0,12.56,1435,1864,2,2255.51,0,0,0,0.219,0.863869426681025,1,0.2,0.0,1,0,0
1085.78,3,0,0,14.43,224,713,5,920.3,0,0,0,0.25,1.1785303375664822,1,0.5,0.0,0,0,1
519.9,12,1,0,51.6,1371,1808,3,4316.52,0,0,0,0.411,0.1204163501269247,0,0.3,0.0,1,0,0
1131.26,19,1,0,9.55,979,1299,4,1187.99,1,0,0,0.254,0.9514461854178756,0,0.4,0.2,0,1,0
435.17,4,3,0,97.3,829,1980,6,2764.82,0,0,0,0.319,0.1573385108213839,1,0.6,0.0,0,1,0
7872.13,4,3,0,40.26,1465,40,2,2630.5,1,1,0,0.189,2.991499144974349,1,0.2,0.2,0,1,0
4410.49,12,1,0,37.78,1451,1047,2,479.23,0,0,0,0.411,9.184120109114382,0,0.2,0.0,1,0,0
475.29,17,4,0,33.68,955,1346,2,1814.24,0,0,0,0.324,0.261833146030277,0,0.2,0.0,0,0,1
1690.34,3,6,1,34.91,1185,1954,1,546.56,0,0,0,0.424,3.0870406896047924,1,0.1,0.0,1,0,0
499.17,10,4,0,12.97,749,961,6,1401.08,0,0,0,0.485,0.35602105443341325,0,0.6,0.0,1,0,0
1964.38,4,5,1,20.52,590,1844,4,1699.58,0,0,0,0.313,1.1551235460842773,1,0.4,0.0,0,0,1
6182.64,23,1,0,64.06,475,728,3,1032.75,0,0,0,0.179,5.9807883917775095,1,0.3,0.0,1,0,0
1294.73,19,1,0,26.13,611,1641,1,1116.51,0,0,0,0.262,1.158584710651359,0,0.1,0.0,1,0,0
464.12,17,3,0,11.23,628,217,4,1160.09,0,0,0,0.073,0.39972784194162386,0,0.4,0.0,1,0,0
1704.74,2,0,0,8.1,290,560,4,3242.18,3,0,0,0.149,0.5256384166157907,1,0.4,0.6,0,0,1
1498.72,18,2,0,17.8,1393,700,2,1247.41,3,0,0,0.479,1.2005030398667105,0,0.2,0.6,0,0,1
926.38,8,6,1,2.47,457,1022,6,1859.07,0,0,0,0.492,0.4980350201874123,0,0.6,0.0,0,1,0
10598.79,13,3,0,33.38,1368,1961,2,1087.91,1,0,0,0.195,9.733393944403119,0,0.2,0.2,1,0,0
3188.68,4,1,0,4.68,1089,779,3,834.01,0,0,0,0.347,3.8187327097879065,1,0.3,0.0,0,1,0
468.01,22,4,0,27.14,387,2047,2,1297.86,0,0,0,0.394,0.3603236684477157,0,0.2,0.0,1,0,0
1137.12,21,0,0,55.45,1118,1415,4,1212.93,0,0,0,0.051,0.9367261703722618,0,0.4,0.0,0,0,1
5893.95,10,3,0,22.68,301,1356,4,2641.02,1,0,0,0.152,2.230849880016048,0,0.4,0.2,0,1,0
1065.24,7,6,1,34.97,256,1266,3,1765.0,0,0,0,0.135,0.6031936579841449,0,0.3,0.0,0,1,0
1670.96,22,4,0,56.32,1262,1775,5,1984.52,0,0,0,0.131,0.8415729884362787,0,0.5,0.0,0,0,1
1517.55,14,3,0,19.88,409,743,1,1015.17,0,0,1,0.388,1.4934016945983448,0,0.1,0.0,0,1,0
908.14,11,4,0,43.39,823,1910,0,2058.1,1,1,0,0.465,0.44103734641348163,0,0.0,0.2,0,0,1
2078.6,22,3,0,5.96,675,1726,4,2236.09,1,0,0,0.377,0.9291534985181641,0,0.4,0.2,0,0,1
4969.06,21,2,0,25.75,130,1425,3,5113.0,1,0,0,0.189,0.9716581931951507,0,0.3,0.2,0,1,0
8397.88,0,0,0,56.74,200,179,4,2028.72,2,1,0,0.17,4.137457383284393,1,0.4,0.4,0,0,1
5612.35,9,3,0,97.59,1288,781,2,3006.33,0,0,0,0.22,1.866223527181919,0,0.2,0.0,1,0,0
3103.94,5,1,0,4.82,1166,318,4,4289.29,1,0,0,0.139,0.7234802309400996,1,0.4,0.2,1,0,0
1989.23,4,3,0,14.59,841,2062,0,2506.17,0,0,0,0.042,0.7934164815309692,1,0.0,0.0,0,1,0
7675.39,7,2,0,4.59,1149,1571,8,2342.07,0,0,0,0.692,3.275783480647185,0,0.8,0.0,0,0,1
1612.08,18,1,0,2.48,410,1061,3,6079.58,2,1,0,0.253,0.2651194458423374,0,0.3,0.4,0,1,0
1432.37,4,2,0,35.78,198,440,2,1804.19,1,0,0,0.342,0.7934732632022113,1,0.2,0.2,0,0,1
5212.54,9,6,1,4.06,974,830,2,922.66,1,0,1,0.347,5.643353614966546,0,0.2,0.2,1,0,0
3650.85,11,4,0,3.66,248,1399,1,964.45,1,0,0,0.611,3.781500854523797,0,0.1,0.2,1,0,0
1923.71,1,6,1,63.81,1421,803,3,1013.54,0,0,0,0.292,1.8961401226171468,1,0.3,0.0,1,0,0
154.75,1,1,0,23.58,1309,2208,5,1687.93,0,0,0,0.473,0.09162605910250869,1,0.5,0.0,0,0,1
5629.93,10,0,0,36.07,454,2252,0,1327.62,0,0,0,0.359,4.237426803751261,0,0.0,0.0,0,1,0
3742.9,4,6,1,7.98,1216,2418,2,2351.49,0,1,0,0.171,1.5910375814562445,1,0.2,0.0,0,1,0
4460.54,16,5,1,42.75,1264,138,3,573.53,0,0,0,0.126,7.763806937844848,0,0.3,0.0,0,1,0
720.44,12,0,0,48.39,1229,2103,2,2585.4,0,1,0,0.186,0.27854933498298795,0,0.2,0.0,0,0,1
156.93,9,1,0,22.47,274,1056,5,2004.86,0,0,0,0.363,0.07823576919625498,0,0.5,0.0,1,0,0
5543.38,20,0,0,69.35,60,2085,4,1169.85,0,0,0,0.153,4.73449203570056,0,0.4,0.0,0,1,0
10016.1,1,5,1,20.43,81,1047,2,608.66,1,0,0,0.484,16.428993209329793,1,0.2,0.2,0,1,0
1286.59,16,6,1,61.79,782,458,4,2546.29,0,0,0,0.221,0.5050818713220717,0,0.4,0.0,0,0,1
1967.24,15,6,1,21.66,1157,1947,1,764.77,0,0,0,0.324,2.568969795108192,0,0.1,0.0,0,1,0
808.01,1,3,0,8.88,1277,121,1,455.55,0,0,0,0.331,1.76981710656007,1,0.1,0.0,0,0,1
8579.48,4,6,1,80.21,1320,1306,3,684.13,0,0,0,0.279,12.522411805058894,1,0.3,0.0,1,0,0
1178.74,3,5,1,8.11,539,1562,2,963.4,1,0,0,0.361,1.2222521775197015,1,0.2,0.2,0,0,1
7655.68,2,0,0,16.0,869,423,6,1243.53,0,0,0,0.28,6.1514628012181305,1,0.6,0.0,1,0,0
639.17,19,4,0,6.63,1208,1646,1,1568.51,1,0,1,0.212,0.407241750610063,0,0.1,0.2,1,0,0
3140.41,19,1,0,5.37,1498,1577,1,2209.67,2,0,0,0.148,1.4205693296602386,0,0.1,0.4,1,0,0
3338.48,13,2,0,26.81,234,1997,3,1345.83,0,0,0,0.296,2.4787686641966693,0,0.3,0.0,0,0,1
1074.8,9,3,0,29.7,611,2323,1,2849.86,0,1,0,0.267,0.37700904288530473,0,0.1,0.0,1,0,0
136279.43,16,2,0,58.51,1093,769,6,2713.1,0,0,0,0.325,50.21164658634538,0,0.6,0.0,0,1,0
728.44,11,4,0,36.57,156,557,2,1621.76,0,0,0,0.29,0.44888954620523064,0,0.2,0.0,1,0,0
6801.14,2,5,1,34.41,1162,537,5,679.04,0,0,0,0.601,10.001088171284042,1,0.5,0.0,0,1,0
12924.48,10,1,0,73.21,1323,903,3,1324.22,1,0,0,0.202,9.752705211210214,0,0.3,0.2,0,1,0
921.62,6,1,0,57.79,215,172,4,2359.42,0,0,0,0.153,0.3904474627396819,0,0.4,0.0,0,1,0
770.08,6,5,1,53.72,515,795,3,794.31,0,0,0,0.034,0.9682765211049781,0,0.3,0.0,0,1,0
1405.15,12,5,1,78.6,677,2321,4,1534.87,2,0,0,0.326,0.9148886298970618,0,0.4,0.4,0,0,1
788.16,18,1,0,13.6,891,1089,3,2653.4,1,0,0,0.264,0.2969258589511754,0,0.3,0.2,0,1,0
349.32,8,6,1,6.49,1270,547,6,1600.23,0,0,0,0.251,0.21815729158209626,0,0.6,0.0,1,0,0
1305.32,0,4,0,0.92,140,2175,2,2501.59,0,0,0,0.239,0.5215876352099225,1,0.2,0.0,0,1,0
424.33,21,1,0,40.94,946,2434,4,348.31,0,0,0,0.272,1.2147662534711288,0,0.4,0.0,0,1,0
1423.32,23,1,0,31.27,563,2298,1,1199.26,0,1,0,0.258,1.1858430673354106,1,0.1,0.0,1,0,0
4316.52,22,3,0,26.48,556,1599,3,869.5,0,0,1,0.131,4.958667432510052,0,0.3,0.0,0,1,0
1996.05,19,5,1,10.43,1369,1118,2,2240.18,0,0,0,0.111,0.8906245816935722,0,0.2,0.0,1,0,0
915.54,23,2,0,25.96,765,1675,4,2190.14,0,0,0,0.423,0.4178372901777157,1,0.4,0.0,0,1,0
2781.35,6,2,0,87.61,1034,2320,2,913.71,0,0,0,0.278,3.0406904920685243,0,0.2,0.0,0,1,0
1018.79,16,4,0,10.66,304,1365,3,2536.43,1,0,0,0.479,0.4015046720500664,0,0.3,0.2,1,0,0
3606.74,11,1,0,42.42,777,522,2,1602.62,0,1,0,0.062,2.24912385727292,0,0.2,0.0,0,0,1
1552.18,12,2,0,20.43,1407,1312,4,910.95,0,1,0,0.817,1.7020450682603212,0,0.4,0.0,0,0,1
3701.33,2,0,0,53.87,1235,2473,2,1156.48,1,0,0,0.506,3.197748557210492,1,0.2,0.2,0,0,1
13138.49,9,5,1,12.7,578,164,2,701.61,0,0,0,0.178,18.699548825095004,0,0.2,0.0,0,0,1
289.89,0,1,0,11.56,22,539,3,1016.69,0,0,0,0.282,0.2848509860566577,1,0.3,0.0,1,0,0
1219.32,0,3,0,1.16,1320,569,2,2223.31,1,0,0,0.264,0.5481789858428007,1,0.2,0.2,0,1,0
2085.83,14,0,0,28.5,1241,2377,4,1086.55,0,0,0,0.457,1.9179164176359709,0,0.4,0.0,0,0,1
1714.35,12,4,0,42.4,97,1838,2,1284.76,0,0,0,0.412,1.333335925833748,0,0.2,0.0,0,0,1
2479.52,15,0,0,19.66,488,1012,2,879.59,0,0,0,0.121,2.8157485322340703,0,0.2,0.0,1,0,0
1889.46,5,0,0,8.87,100,396,3,2166.13,0,0,1,0.36,0.8718720150613946,1,0.3,0.0,0,0,1
892.23,21,6,1,55.72,96,2347,0,2322.01,1,0,0,0.684,0.3840835812157502,0,0.0,0.2,0,0,1
3162.18,18,5,1,54.93,694,1016,3,2180.7,2,0,0,0.138,1.4494110097630288,0,0.3,0.4,0,1,0
2838.59,6,2,0,84.66,761,1872,2,2426.66,1,0,0,0.299,1.169269996622262,0,0.2,0.2,0,0,1
968.99,4,0,0,39.69,872,2114,3,1810.93,0,0,0,0.29,0.5347833525577699,1,0.3,0.0,0,0,1
2232.18,2,6,1,37.33,970,1031,0,3461.48,1,0,1,0.336,0.644676647951757,1,0.0,0.2,0,0,1
10244.73,13,2,0,12.84,1333,942,2,1497.54,0,0,0,0.097,6.836474168190372,0,0.2,0.0,0,0,1
10210.44,16,1,0,24.47,948,1931,2,2841.58,2,0,1,0.179,3.591962231493925,0,0.2,0.4,0,1,0
3913.9,5,6,1,49.69,18,150,3,1285.69,1,0,0,0.195,3.0418360288803052,1,0.3,0.2,0,1,0
4721.39,9,1,0,21.97,488,2040,0,1558.24,0,0,0,0.342,3.0280072342936304,0,0.0,0.0,0,1,0
522.84,19,6,1,16.73,1039,1655,3,1369.58,0,0,1,0.516,0.38147353675086465,0,0.3,0.0,1,0,0
1888.66,15,5,1,74.66,197,1297,6,686.52,0,0,0,0.243,2.7470619036537123,0,0.6,0.0,1,0,0
2894.04,16,4,0,28.95,883,2256,3,1099.47,0,0,0,0.046,2.6298218034112697,0,0.3,0.0,1,0,0
3974.03,0,3,0,27.43,589,1420,3,1643.39,0,0,0,0.218,2.416719877887849,1,0.3,0.0,0,1,0
674.77,9,1,0,18.83,1092,1490,1,747.82,0,0,0,0.317,0.9011110814347907,0,0.1,0.0,1,0,0
997.47,17,5,1,69.14,75,1437,7,1026.81,0,0,0,0.17,0.9704809254628775,0,0.7,0.0,0,0,1
1517.61,14,5,1,43.86,592,2058,3,707.83,1,0,0,0.495,2.141007011554251,0,0.3,0.2,0,1,0
5023.6,9,2,0,8.83,1377,1003,3,1217.57,1,1,0,0.167,4.122537072141937,0,0.3,0.2,0,0,1
1914.22,20,0,0,5.04,1195,446,3,3476.45,0,1,0,0.47,0.5504665775208846,0,0.3,0.0,0,1,0
109.71,13,5,1,17.05,901,1478,5,1644.09,2,0,0,0.106,0.06668936046052192,0,0.5,0.4,1,0,0
912.39,0,6,1,3.56,444,509,5,1976.43,0,0,0,0.15,0.4614019206748153,1,0.5,0.0,0,0,1
1815.41,3,5,1,50.09,1390,260,4,1163.56,0,0,0,0.133,1.5588806072679813,1,0.4,0.0,0,1,0
3262.11,9,3,0,14.47,32,1228,1,5046.83,0,0,0,0.442,0.6462400675141596,0,0.1,0.0,0,1,0
1594.51,9,3,0,40.58,502,295,5,1216.79,2,0,0,0.349,1.3093472602008558,0,0.5,0.4,0,1,0
2153.47,17,5,1,26.85,1358,1697,3,1907.57,0,0,0,0.256,1.1283159643083565,0,0.3,0.0,0,1,0
2514.34,12,4,0,8.99,61,1721,4,1330.33,0,0,0,0.339,1.8885926103971218,0,0.4,0.0,0,1,0
16809.79,22,2,0,24.9,1415,762,5,2331.87,0,0,0,0.102,7.205626545842676,0,0.5,0.0,1,0,0
11875.65,14,1,0,15.19,122,1969,2,1159.48,1,0,1,0.477,10.233394802150833,0,0.2,0.2,0,0,1
2449.7,10,1,0,58.64,1138,1960,1,1486.07,0,0,0,0.169,1.6473333467825992,0,0.1,0.0,0,1,0
272.28,0,6,1,56.21,1427,832,3,2331.58,1,0,0,0.268,0.11672911540011488,1,0.3,0.2,0,0,1
1456.82,13,4,0,29.6,1241,495,2,2779.09,2,0,0,0.156,0.5240190065789236,0,0.2,0.4,0,1,0
150.44,6,4,0,17.02,522,559,1,2751.05,0,0,0,0.179,0.05466470449301429,0,0.1,0.0,0,1,0
1803.43,4,0,0,13.72,1379,2439,1,1199.69,1,0,1,0.176,1.5019946863886597,1,0.1,0.2,0,1,0
1748.66,1,2,0,67.52,1118,1093,3,918.7,0,0,0,0.09,1.9013373926280308,1,0.3,0.0,0,1,0
2520.54,17,6,1,15.9,1156,1409,0,1512.47,0,0,0,0.219,1.665404666098436,0,0.0,0.0,0,1,0
3043.39,9,0,0,47.8,938,1795,4,2127.28,2,0,0,0.19,1.4299763189054069,0,0.4,0.4,0,0,1
1911.46,5,2,0,10.92,385,1331,2,1131.83,2,0,0,0.253,1.687331726737463,1,0.2,0.4,0,1,0
553.04,11,3,0,3.12,114,1448,8,3806.96,0,0,1,0.175,0.14523261798968476,0,0.8,0.0,0,1,0
817.06,21,0,0,45.4,242,1692,3,467.04,0,0,0,0.339,1.7457054952568154,0,0.3,0.0,1,0,0
1861.75,19,1,0,35.9,644,2124,1,1584.02,0,0,0,0.522,1.1745908568977048,0,0.1,0.0,0,1,0
1100.3,13,2,0,42.35,366,335,8,1782.08,1,0,0,0.429,0.6170783139287076,0,0.8,0.2,1,0,0
